Brothers on a Hotel Bed,Death Cab for Cutie,68,0.608,0.65,3,-11.816,1,0.0469,0.517,0.000689,0.115,0.198,158.706,271133,4,30.39487,8,0
Brunch,jobii,38,0.75,0.531,10,-7.165,0,0.111,0.188,0.358,0.166,0.388,81.942,130582,4,29.29253,5,0
Bum Bum Tam Tam,MC Fioti,64,0.896,0.675,1,-3.908,1,0.124,0.346,8.11E-06,0.262,0.659,131.999,213989,4,39.4769,10,0
Bump,The American Dollar,53,0.152,0.4,7,-6.286,1,0.0398,0.00258,0.647,0.132,0.217,159.835,197440,4,39.19958,9,0
Bundle of Joy,Michael Giacchino,65,0.312,0.0766,9,-20.319,0,0.0408,0.967,0.488,0.0606,0.0493,136.866,168760,3,39.74613,9,0
Burn,Tormention,3,0.38,0.997,6,-5.449,1,0.118,7.42E-05,0.715,0.371,0.0359,160.053,222050,4,144.20614,5,0
Burn the Earth,Metalocalypse: Dethklok,56,0.572,0.888,1,-6.132,1,0.0352,3.72E-06,0.924,0.207,0.377,119.981,239667,3,80.29422,13,0
Cabin in the Woods,Porch Lights,7,0.401,0.466,2,-13.767,1,0.0342,0.49,0.532,0.106,0.176,77.866,217283,4,21.15523,12,0
Cader Idris,Saxon Shore,25,0.658,0.358,4,-11.824,1,0.0352,0.762,0.943,0.0932,0.0381,119.937,89960,4,32.98805,5,0
Caged...Contorted,Cannibal Corpse,53,0.283,0.99,6,-5.53,0,0.144,0.000155,0.597,0.279,0.345,125.869,233880,4,60.42932,11,0
California Is Too Long,Signal Hill,22,0.293,0.662,4,-6.872,1,0.0494,0.916,0.74,0.633,0.0416,152.786,294093,4,53.47026,11,0
Call,The American Dollar,53,0.455,0.655,7,-8.184,0,0.0319,0.0296,0.884,0.138,0.138,110.003,325200,4,37.10189,12,0
Call It Dreaming,Iron & Wine,69,0.519,0.515,5,-9.448,1,0.031,0.61,5.66E-05,0.107,0.714,80.329,231760,4,39.13493,12,0
"Cambridge, 1963",J¢hann J¢hannsson,63,0.357,0.086,10,-16.908,1,0.0394,0.967,0.966,0.101,0.646,82.882,101573,3,47.54593,4,0
Cannibalistic Postclimax Flesh Consumption,Putridity,18,0.388,0.935,11,-4.457,0,0.17,1.28E-05,0.873,0.691,0.429,139.921,158213,4,26.70897,7,0
Can't Get Enough,Highschool Jacob,22,0.74,0.813,7,-6.29,1,0.0342,0.0417,0.00414,0.0931,0.0387,113.03,223291,4,41.47197,8,0
Capsize,FRENSHIP,64,0.681,0.708,5,-6.019,0,0.0304,0.042,0.14,0.682,0.356,92.993,237760,4,84.05015,8,0
Captain Edward Smith,Adam Young,43,0.476,0.0845,5,-22.156,1,0.0395,0.959,0.91,0.161,0.17,120.056,128747,3,40.58342,7,0
Caretaker's Cottage In the Forest of Compiegne,Carinthia,32,0.501,0.141,2,-14.411,1,0.0294,0.937,0.728,0.0826,0.0375,100.788,352786,4,39.08552,14,0
Carnival,Years Of Rice And Salt,39,0.275,0.448,11,-7.411,1,0.0328,0.211,0.933,0.0816,0.0381,102.892,569027,3,28.25881,19,0
Carrie & Lowell,Sufjan Stevens,70,0.551,0.248,9,-23.095,0,0.0458,0.962,0.575,0.118,0.266,98.972,194639,4,105.81817,6,0
Carry You,Novo Amor,66,0.334,0.397,7,-7.993,1,0.0283,0.558,0.0781,0.126,0.0351,92.291,273107,4,22.61341,12,0
"Castles High, Marble Bright",Caspian,46,0.19,0.422,5,-9.629,1,0.035,0.0288,0.891,0.0788,0.035,105.004,533827,4,23.66003,26,0
Catacomb Hecatomb,The Black Dahlia Murder,52,0.422,0.996,0,-4.668,1,0.159,1.36E-05,0.000451,0.3,0.0681,115.966,217120,4,96.96406,6,0
Cath...,Death Cab for Cutie,68,0.376,0.92,9,-7.438,1,0.0349,0.0288,0.0142,0.132,0.381,165.792,229667,4,118.55555,7,0
Catharsis,Ambient Flow,0,0.294,0.177,9,-19.111,1,0.0356,0.964,0.756,0.0749,0.198,107.703,269990,4,65.20844,10,0
Cathartic Killing,Logistic Slaughter,3,0.262,0.983,1,-1.858,1,0.227,0.00139,0.737,0.346,0.134,152.546,190624,4,32.00303,8,0
"Caught Series, Pt. 1",DeStorm Power,41,0.667,0.768,8,-3.522,1,0.181,0.728,0,0.225,0.547,102.504,57705,4,33.86892,4,0
"Caught Series, Pt. 10",DeStorm Power,41,0.629,0.81,8,-4.211,1,0.354,0.583,0,0.562,0.733,154.611,59452,4,43.32063,3,0
"Caught Series, Pt. 11",DeStorm Power,41,0.676,0.796,8,-5.28,0,0.307,0.527,0,0.49,0.806,154.548,62372,4,20.32171,5,0
"Caught Series, Pt. 12",DeStorm Power,41,0.484,0.832,8,-3.309,0,0.411,0.647,0,0.221,0.583,155.719,70442,3,56.03769,3,0
"Caught Series, Pt. 13",DeStorm Power,41,0.74,0.728,8,-4.612,0,0.185,0.268,2.09E-06,0.461,0.438,102.955,60234,4,34.38775,4,0
"Caught Series, Pt. 14",DeStorm Power,41,0.553,0.778,1,-4.575,0,0.328,0.606,0,0.424,0.79,155.818,61613,4,30.05289,4,0
"Caught Series, Pt. 15",DeStorm Power,41,0.688,0.576,8,-5.545,1,0.23,0.775,0,0.149,0.517,103.842,70212,4,38.44591,4,0
"Caught Series, Pt. 16",DeStorm Power,41,0.622,0.487,8,-6.413,0,0.136,0.759,0,0.557,0.566,68.687,70970,5,38.90147,4,0
"Caught Series, Pt. 17",DeStorm Power,41,0.547,0.541,8,-5.954,0,0.286,0.686,0,0.0988,0.349,98.376,58119,4,56.47991,3,0
"Caught Series, Pt. 18",DeStorm Power,41,0.675,0.728,8,-5.114,0,0.381,0.714,0,0.18,0.488,69.911,70717,5,34.71078,4,0
"Caught Series, Pt. 19",DeStorm Power,41,0.718,0.866,11,-4.946,1,0.265,0.512,0,0.369,0.723,103.013,73246,4,54.80341,3,0
"Caught Series, Pt. 2",DeStorm Power,41,0.668,0.712,8,-3.796,1,0.161,0.751,0,0.238,0.727,102.77,58946,4,46.10296,3,0
"Caught Series, Pt. 20",DeStorm Power,41,0.698,0.762,8,-5.408,0,0.368,0.501,0,0.344,0.667,103.063,100742,4,24.52747,8,0
"Caught Series, Pt. 3",DeStorm Power,41,0.607,0.636,4,-3.414,1,0.124,0.643,0,0.194,0.759,101.868,57705,4,38.77177,3,0
"Caught Series, Pt. 4",DeStorm Power,41,0.658,0.677,8,-3.93,0,0.212,0.736,0,0.128,0.686,102.76,56670,4,24.1516,4,0
"Caught Series, Pt. 5",DeStorm Power,41,0.61,0.666,8,-4.846,1,0.342,0.559,0,0.405,0.665,107.467,60579,4,57.98575,3,0
"Caught Series, Pt. 6",DeStorm Power,41,0.582,0.682,8,-4.5,0,0.193,0.677,0,0.602,0.797,70.392,58648,3,31.29354,4,0
"Caught Series, Pt. 7",DeStorm Power,41,0.657,0.652,4,-4.867,1,0.188,0.796,0,0.296,0.818,68.524,58878,4,33.25797,4,0
"Caught Series, Pt. 8",DeStorm Power,41,0.779,0.634,4,-4.891,1,0.172,0.788,0,0.627,0.873,103.191,58809,4,22.82138,4,0
"Caught Series, Pt. 9",DeStorm Power,41,0.576,0.806,8,-4.014,0,0.296,0.636,0,0.181,0.915,154.263,58786,5,24.50696,5,0
Center of the Universe,Windsor Airlift,18,0.687,0.324,0,-10.913,1,0.0315,0.615,0.923,0.195,0.859,138.025,184536,4,76.73043,6,0
Champagne From A Paper Cup,Death Cab for Cutie,68,0.567,0.541,4,-9.314,0,0.045,0.458,2.23E-05,0.0916,0.541,57.056,158960,4,18.93112,5,0
Champion,DeStorm Power,41,0.401,0.873,1,-6.075,0,0.443,0.332,0,0.648,0.766,152.059,196059,4,17.37522,8,0
Change the World,D-A-L,34,0.667,0.45,10,-14.559,1,0.0736,0.0992,0,0.32,0.441,88.037,188000,4,68.86589,7,0
Change the World - Rerecorded version,D-A-L,34,0.607,0.712,10,-6.46,1,0.133,0.0709,0,0.346,0.407,88.167,190000,4,71.25303,8,0
Charred Remains,Autopsy,32,0.217,0.905,2,-8.619,1,0.0607,2.02E-06,0.449,0.2,0.232,110.31,220333,4,62.43388,6,0
Chasing After My Bones,The Republic of Wolves,29,0.483,0.44,0,-8.485,1,0.0263,0.228,0.00203,0.102,0.188,134.031,294438,3,27.72598,12,0
Chatoyant,Anton Belov,25,0.109,0.151,2,-15.374,0,0.0389,0.751,0.894,0.323,0.0311,77.257,215337,4,25.20994,10,0
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,66,0.777,0.663,4,-6.117,1,0.0305,0.146,1.52E-05,0.174,0.614,118.016,181827,4,36.27094,11,0
Chicago (adult contemporary easy listening version),Sufjan Stevens,70,0.576,0.349,7,-12.644,1,0.0303,0.758,0.00289,0.121,0.107,124.967,366947,4,31.32628,15,0
Chime Scene,Stephen Green,7,0.479,0.648,5,-7.346,1,0.0279,0.208,0.011,0.1,0.178,95.005,195001,4,41.08998,7,0
Circle of Birds,Circle Of Birds,0,0.414,0.391,11,-11.235,1,0.0269,0.771,0.91,0.142,0.091,76.329,421320,4,43.46764,14,0
Clear Blue Sky,Followed By Ghosts,21,0.268,0.613,11,-8.309,0,0.0338,0.00085,0.612,0.275,0.187,98.769,540707,3,45.43049,13,0
Climactic Degradation,The Black Dahlia Murder,52,0.518,0.982,7,-3.655,1,0.229,9.60E-05,2.28E-05,0.321,0.189,112.516,159027,4,41.22175,7,0
Closely kept,Levi Patel,32,0.411,0.0854,8,-21.321,1,0.0304,0.808,0.909,0.0583,0.0367,75.928,289627,4,29.46379,11,0
Cloud Factory,Jinjer,55,0.536,0.974,7,-1.652,1,0.0876,8.02E-05,9.97E-06,0.327,0.288,124.99,284400,4,39.60692,10,0
Codes And Keys,Death Cab for Cutie,68,0.572,0.87,0,-8.434,1,0.0446,0.0127,0.137,0.136,0.469,119.484,201933,4,51.50581,9,0
Coffee And Unicorns,Henyao,44,0.607,0.363,8,-12.554,1,0.0301,0.844,0.596,0.154,0.24,80.977,161256,4,24.53566,9,0
Cold,At The Gates,48,0.245,0.983,7,-7.314,1,0.124,2.28E-06,0.811,0.658,0.276,129.996,207773,3,100.9366,8,0
Cold Flesh Citadel,Katalepsy,24,0.224,0.965,9,-2.966,1,0.132,0.000299,0.373,0.284,0.217,95.015,221867,4,81.71526,9,0
Cold Shoulders,Prateek Kuhad,48,0.669,0.213,10,-15.379,1,0.0398,0.778,0.0146,0.0849,0.204,129.604,218270,3,39.66157,10,0
Coliseum,omniboi,44,0.796,0.269,0,-14.248,1,0.0804,0.0419,0.857,0.109,0.243,84.543,186612,4,26.30418,9,0
Collide - Acoustic Version,Howie Day,59,0.582,0.253,10,-11.43,1,0.0259,0.827,2.95E-05,0.091,0.294,90.184,277000,4,73.09037,10,0
Colored Out,The Republic of Wolves,29,0.392,0.854,1,-5.238,0,0.0469,0.00182,0,0.116,0.413,145.158,249333,4,54.82038,9,0
Come On To Me,Paul McCartney,73,0.675,0.874,0,-3.294,1,0.026,0.0357,0,0.148,0.789,93.284,250548,4,27.37081,10,0
Communist Daughter,Neutral Milk Hotel,59,0.192,0.377,7,-9.157,1,0.0352,0.285,0.813,0.173,0.0976,84.772,117307,4,32.368,5,0
Condemned to Rape,Ingested,37,0.47,0.947,7,-5.336,1,0.231,3.84E-05,0.727,0.365,0.142,134.951,215533,4,51.00921,12,0
Consequence (Acoustic),The Republic of Wolves,29,0.575,0.4,1,-7.374,0,0.0286,0.0115,0,0.128,0.154,114.859,250192,4,34.81799,10,0
Contact,Noah B,33,0.653,0.525,10,-14.301,0,0.0329,0.387,0.928,0.104,0.409,139.978,241000,4,35.63414,9,0
Contorted Perception,Ingested,37,0.266,0.978,2,-5.404,1,0.209,4.32E-05,0.951,0.124,0.0702,139.578,188000,4,52.25822,8,0
Copper Islands (2011),Unwed Sailor,20,0.297,0.72,11,-8.537,1,0.0325,0.00116,0.788,0.194,0.282,122.216,338680,4,30.11486,9,0
Copremesis,Ingested,37,0.572,0.979,6,-6.697,1,0.116,0.000301,0.698,0.42,0.25,130.011,251373,4,45.5389,8,0
Cornfield Chase,Hans Zimmer,76,0.33,0.229,9,-16.442,0,0.0375,0.948,0.973,0.0998,0.0593,96.158,126960,4,33.7995,6,0
County Carnival,Porch Lights,7,0.336,0.485,6,-8.606,1,0.0297,0.739,0.501,0.0798,0.185,113.575,247224,4,29.25812,9,0
Covered Landscapes,Windsor Airlift,18,0.582,0.45,7,-12.497,1,0.0332,0.72,0.938,0.174,0.176,116.016,497069,4,39.84992,25,0
Creep,Stone Temple Pilots,68,0.66,0.567,4,-6.318,0,0.0289,0.00428,0.0137,0.11,0.182,107.754,332627,4,66.41667,12,0
Cremated Existence,Ingested,37,0.401,0.944,7,-5.633,1,0.154,0.000652,0.847,0.353,0.193,124.862,202213,3,38.47349,8,0
Crooked Teeth,Death Cab for Cutie,68,0.579,0.662,9,-6.885,1,0.0245,0.000625,3.89E-06,0.117,0.574,102.951,203733,4,62.40889,7,0
Crucifier Avenged,Cannibal Corpse,53,0.515,0.99,1,-5.403,1,0.0944,0.00121,0.809,0.275,0.457,96.002,226333,4,34.53611,11,0
Crucifilth,Infant Annihilator,44,0.216,0.966,3,-2.386,0,0.198,2.79E-05,0.899,0.425,0.236,93.067,295030,3,121.37428,8,0
Cruel (feat. ZAYN),Snakehips,69,0.603,0.879,5,-4.098,1,0.124,0.0184,0,0.156,0.318,110.125,228253,4,23.38088,9,0
Crystal Ship,soder.,45,0.642,0.696,8,-11.218,0,0.0393,0.95,0.0202,0.176,0.615,87.024,95524,4,46.43838,4,0
CSM-LM Docking,Adam Young,43,0.696,0.418,9,-13.406,1,0.0332,0.61,0.914,0.104,0.905,122.97,127107,4,60.63027,4,0
Cuckoo Clocks. The Call of the Windmill,Unwed Sailor,20,0.582,0.51,7,-10.621,1,0.0502,0.546,0.684,0.161,0.0425,132.947,159280,3,109.91511,5,0
Cuntcrusher,Infant Annihilator,44,0.267,0.975,10,-1.879,0,0.152,4.22E-05,0.618,0.073,0.151,129.999,298880,4,27.7632,17,0
Curse the Gods,Destruction,38,0.299,0.991,7,-3.061,1,0.0889,1.68E-06,0.659,0.0745,0.503,102.998,316453,4,33.20973,19,0
Cynicism,Nana Grizol,41,0.364,0.0946,4,-16.25,1,0.0307,0.888,0.000765,0.102,0.22,101.085,148227,4,38.14298,7,0
Daeku,"Overhead, The Albatross",19,0.554,0.627,0,-10.495,0,0.0361,0.0311,0.855,0.247,0.0407,123.024,516051,3,42.59202,21,0
Dandelion,Dorena,16,0.481,0.495,9,-7.757,1,0.0248,0.03,0.516,0.101,0.15,84.011,492160,3,28.70434,23,0
Danza Kuduro,Don Omar,77,0.4,0.915,0,-4.89,1,0.28,0.0846,0,0.0503,0.878,88.917,198773,3,27.51781,6,0
Dark Archon,The Dialectic,21,0.534,0.925,10,-2.169,0,0.0479,5.15E-06,0.889,0.153,0.192,150.017,172852,4,35.66629,8,0
Dash and Blast,Yndi Halda,23,0.243,0.544,7,-8.176,0,0.0451,0.897,0.574,0.0903,0.0508,124.315,1011280,4,31.01252,23,0
Dawn of Decay,Ringworm,31,0.456,0.993,4,-4.85,0,0.236,5.34E-05,0.000713,0.96,0.035,100.969,198004,4,41.05954,6,0
Day Loop,Oribu,38,0.715,0.408,0,-14.068,1,0.0486,0.792,0.838,0.104,0.323,139.742,126857,4,55.73983,5,0
Day Of Endless Light,Daath,23,0.39,0.938,1,-4.45,1,0.0698,6.99E-05,0.847,0.0934,0.389,98.281,253147,4,19.81403,13,0
Day of Mourning,Despised Icon,37,0.645,0.857,11,-1.949,0,0.142,0.000748,0.153,0.294,0.316,105.024,182120,4,81.8254,6,0
Daydream,Medasin,64,0.466,0.686,3,-8.751,1,0.0602,0.415,0.0706,0.144,0.256,109.553,200838,5,34.60865,7,0
Dead Seeds,Lamb of God,64,0.523,0.993,4,-2.523,0,0.139,0.000175,0.00812,0.244,0.239,114.119,221080,4,34.3108,12,0
Death in Rebirth,MONO,44,0.203,0.842,11,-7.457,0,0.0576,0.00014,0.797,0.0962,0.113,105.271,485080,3,51.80889,12,0
Deathmask Divine,The Black Dahlia Murder,52,0.471,0.993,1,-3.738,1,0.191,7.36E-06,0.00216,0.0925,0.0672,113.996,217253,4,18.99449,12,0
Decapitation Fornication,Infant Annihilator,44,0.229,0.969,10,-2.668,0,0.247,0.00015,6.45E-05,0.216,0.157,162.431,207240,4,44.2864,7,0
December,Benjamin Gibbard,41,0.434,0.653,0,-9.066,1,0.0298,0.309,0.000641,0.0926,0.271,78.01,197333,4,106.44012,6,0
Decisions,Fractite,43,0.444,0.26,11,-19.291,0,0.0695,0.846,0.764,0.375,0.289,112.062,89031,1,30.84172,5,0
Demented Aggression,Cannibal Corpse,53,0.413,0.996,6,-4.841,1,0.173,0.0025,0.596,0.0651,0.27,149.982,194467,4,128.26715,6,0
Demented Aggression,Cannibal Corpse,53,0.413,0.996,6,-4.841,1,0.173,0.0025,0.596,0.0651,0.27,149.982,194467,4,38.46621,10,0
Demons in the Mist,Martyr Defiled,27,0.388,0.99,10,-0.692,1,0.0756,1.30E-05,0.0228,0.352,0.171,165.05,250497,3,51.31401,12,0
"Denounced, Disgraced",The Black Dahlia Murder,52,0.438,0.973,7,-5.117,1,0.153,0.000923,0.00892,0.488,0.107,105.027,223280,3,48.74623,11,0
Depths,Guustavv,55,0.784,0.357,2,-11.933,1,0.114,0.691,0.222,0.081,0.166,85.002,138353,4,57.20037,7,0
Descending,Lamb of God,64,0.494,0.969,2,-3.5,1,0.0905,7.94E-05,4.42E-05,0.0736,0.129,93.185,215240,3,28.47403,8,0
Detharmonic,Metalocalypse: Dethklok,56,0.294,0.858,7,-6.044,0,0.0691,0.0015,0.061,0.333,0.16,120.163,270880,4,32.91127,13,0
Devoured Death,Incantation,29,0.147,0.888,1,-7.072,1,0.0792,0.0365,0.969,0.477,0.244,172.864,139467,4,33.3796,6,0
"Dil Beparvah - The Dewarists, Season 5",Ankur Tewari,31,0.762,0.391,1,-11.735,1,0.0337,0.867,0.000521,0.112,0.355,137.956,250000,3,20.43168,13,0
Dimensional Molecular Transcendence,Acrania,38,0.588,0.988,0,-2.886,1,0.163,0.00233,0.0678,0.339,0.15,119.936,225549,4,36.09103,6,0
Direct Experience,Wess Meets West,20,0.307,0.665,0,-10.032,1,0.0372,0.00217,0.868,0.117,0.0648,124.056,344707,4,65.17745,12,0
Disarm - Remastered,The Smashing Pumpkins,72,0.527,0.418,4,-10.204,0,0.0277,0.142,0.775,0.139,0.218,129.516,196920,4,31.25835,7,0
Disillusion in a Discordant System,Acrania,38,0.294,0.927,2,-4.683,1,0.145,0.00044,0.379,0.0866,0.292,139.874,173250,4,14.0477,8,0
Dissidence,Dying Fetus,46,0.309,0.985,2,-5.559,1,0.123,0.000234,0.0719,0.155,0.247,120.027,207560,4,30.7232,10,0
Dissolve,Kllo,56,0.765,0.837,4,-7.981,1,0.0591,0.245,0.519,0.0971,0.428,125.04,224109,4,66.27846,8,0
Distant Sures,The Cave Singers,47,0.604,0.363,10,-11.674,1,0.0295,0.876,0.166,0.165,0.672,88.377,191267,4,88.45046,6,0
Distorting of Perception,Until We Die,28,0.406,0.936,2,-4.564,0,0.11,0.000168,0.242,0.062,0.251,139.922,180872,4,24.6992,8,0
Divenire,Ludovico Einaudi,77,0.144,0.21,7,-15.425,1,0.0344,0.914,0.883,0.0694,0.084,88.771,404253,3,109.55553,13,0
"Divide, Conquer, Burn, And Destroy",Serpentine Dominion,25,0.506,0.981,8,-3.916,1,0.199,0.000345,0.264,0.335,0.175,119.968,156344,3,35.55149,8,0
Do Not Go Gentle into That Good Night,John Lithgow,34,0.404,0.0535,5,-30.703,1,0.181,0.939,0.298,0.0475,0.0977,147.402,99105,4,18.35895,5,0
Do Not Go Gentle Into That Good Night,Dylan Thomas,14,0.697,0.0855,1,-15.69,1,0.318,0.54,0.000153,0.215,0.375,81.135,97533,4,30.58327,7,0
Do Some Real,Mono:Massive,52,0.722,0.585,5,-9.824,0,0.039,0.351,0.867,0.111,0.365,88.002,176000,4,49.74954,6,0
Done,Deep Blue Something,57,0.295,0.87,2,-6.484,1,0.0649,0.000124,0.000398,0.117,0.613,162.514,200640,4,32.48604,10,0
Don't Dream It's Over,Crowded House,65,0.439,0.422,8,-17.227,1,0.0409,0.0148,4.84E-05,0.0697,0.551,81.833,236933,4,38.56356,11,0
Donuts,Mogwai,55,0.212,0.464,6,-10.015,0,0.04,0.0358,0.727,0.114,0.037,127.51,383920,4,15.81013,16,0
Dreamer,Rosemary & Garlic,52,0.449,0.266,10,-14.121,1,0.031,0.829,0.117,0.322,0.17,137.698,226293,3,64.99283,8,0
Dreamer on the Run,U137,51,0.0628,0.483,2,-5.405,1,0.0403,0.119,0.539,0.0614,0.0372,59.578,186158,4,38.49442,6,0
Dreaming About You,D-A-L,34,0.837,0.38,8,-10.758,0,0.0769,0.149,0.000152,0.108,0.511,88.003,195000,4,44.46771,7,0
Dreamwood,Hiss Golden Messenger,57,0.55,0.239,0,-17.959,1,0.0295,0.75,0.703,0.0743,0.119,101.033,205120,4,53.39196,8,0
Drive,The Cars,65,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,234493,5,27.03051,13,0
Drive Home,Shy Cope,48,0.359,0.359,4,-9.193,1,0.218,0.702,0.594,0.106,0.235,176.016,133531,4,67.13969,5,0
Dumbledore's Farewell,Nicholas Hooper,57,0.0766,0.0858,9,-22.092,0,0.0497,0.403,0.898,0.181,0.036,80.745,142253,4,37.6238,7,0
Dust And Disquiet,Caspian,46,0.0939,0.187,3,-11.214,1,0.041,0.0116,0.822,0.103,0.0721,75.195,685947,5,16.59423,23,0
Dust in the Wind,Kansas,67,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,4,52.24742,9,0
Dustbowl Dance - Live,Mumford & Sons,79,0.373,0.623,0,-8.913,0,0.0757,0.332,5.68E-06,0.918,0.367,125.34,296467,4,28.92096,16,0
DVOCEAN Remix,Night Grind,37,0.351,0.664,8,-7.59,1,0.251,0.0215,0.00297,0.241,0.166,164.556,226978,1,26.8327,9,0
E-Bow - Live,Sigur R¢s,61,0.121,0.515,11,-7.03,0,0.037,0.113,0.695,0.693,0.143,90.826,549120,4,21.94468,27,0
Echo Roads,Unwed Sailor,20,0.576,0.748,2,-7.111,1,0.0265,0.402,0.879,0.113,0.607,112.004,224987,4,48.2585,9,0
Echoes,Dontcry,62,0.667,0.242,5,-17.799,0,0.066,0.497,0.638,0.11,0.456,80.116,72000,4,26.74014,5,0
êg anda,Sigur R¢s,61,0.102,0.316,2,-11.085,1,0.0376,0.751,0.948,0.176,0.0297,83.396,375027,3,36.49446,14,0
Einharjar,King of Asgard,24,0.164,0.956,8,-5.618,0,0.0561,1.50E-06,0.0128,0.148,0.235,175.515,269760,3,33.42986,13,0
Ekans,Molife,52,0.768,0.524,1,-4.404,1,0.13,0.0195,0.863,0.106,0.687,93.032,140110,4,27.32826,9,0
Ekki m£kk,Sigur R¢s,61,0.107,0.238,3,-13.482,1,0.0421,0.724,0.958,0.0972,0.0365,59.898,465320,4,37.94219,18,0
Electronic Dream,araabMUZIK,41,0.358,0.962,10,-0.484,0,0.505,0.279,0,0.244,0.428,168.48,152152,5,53.46224,5,0
Elisa's Theme,Alexandre Desplat,67,0.565,0.171,10,-17.76,1,0.0356,0.988,0.802,0.098,0.242,89.989,156467,3,44.7705,8,0
Elysian,[ocean jams],49,0.755,0.563,8,-5.3,1,0.0421,0.0263,0.45,0.11,0.758,82.991,140436,4,65.81011,3,0
Emerald Rush,Jon Hopkins,62,0.414,0.498,1,-11.945,0,0.0579,0.00629,0.87,0.205,0.37,106.978,336707,4,21.11638,19,0
Emily,Goldspot,36,0.48,0.502,11,-7.664,1,0.0298,0.344,0.00134,0.0621,0.214,124.14,243827,4,23.4674,9,0
Encased In Concrete,Cannibal Corpse,53,0.263,0.996,10,-4.436,0,0.136,0.000476,0.269,0.339,0.198,134.886,193827,3,29.07078,10,0
Epidemic of Hate,Dying Fetus,46,0.413,0.942,6,-6.082,0,0.158,0.000331,0.013,0.0748,0.369,125.865,282400,4,41.36381,12,0
Erase / Rewind,The Cardigans,63,0.732,0.681,11,-7.103,0,0.0317,0.00145,0.00112,0.11,0.699,103.72,215760,4,28.68056,7,0
Ethos of Coercion,Dying Fetus,46,0.229,0.905,2,-6.434,1,0.0698,5.81E-05,0.934,0.367,0.177,92.239,196427,4,25.38531,10,0
Europa,Adam Young,43,0.584,0.764,0,-7.116,1,0.028,0.36,0.871,0.0854,0.325,119.979,258107,3,36.01778,11,0
Everest,Lights & Motion,56,0.491,0.521,0,-12.672,1,0.0339,0.341,0.908,0.108,0.0359,114.067,183227,3,59.89341,6,0
Evergreen Cassette,Goldspot,36,0.517,0.886,5,-7.077,1,0.0439,0.011,0.0101,0.119,0.453,107.027,220560,4,30.85953,11,0
Evergreen Cassette - Tape Mix,Goldspot,36,0.578,0.233,5,-9.44,1,0.0411,0.952,0.0015,0.109,0.279,81.954,228013,1,24.6775,9,0
Everlong - Acoustic Version,Foo Fighters,78,0.643,0.344,2,-11.342,1,0.0349,0.909,0.0112,0.106,0.547,144.171,250907,4,46.95346,12,0
Every Breath You Take - Remastered 2003,The Police,75,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0701,0.74,117.401,253250,4,69.63651,8,0
Every Rose Has Its Thorn,Miley Cyrus,84,0.393,0.678,10,-4.91,1,0.039,0.186,0,0.0939,0.342,75.89,228240,4,52.63142,7,0
Everybody's Changing,Keane,71,0.501,0.76,0,-6.095,1,0.0295,0.00135,0.000458,0.0854,0.476,94.03,216520,4,36.74684,10,0
Everything Has Changed,Jasmine Thompson,70,0.616,0.442,6,-6.121,1,0.046,0.404,0,0.159,0.264,80.059,221290,4,54.98682,10,0
Everything Went Black,The Black Dahlia Murder,52,0.487,0.994,7,-3.633,1,0.175,5.43E-05,0.00265,0.151,0.0723,106.965,197040,4,43.71331,8,0
Everywhere,Fleetwood Mac,80,0.69,0.54,4,-10.516,1,0.0317,0.218,0.00657,0.115,0.764,114.846,222733,4,51.42947,10,0
Ex-Cowboy,Mogwai,55,0.24,0.284,0,-11.792,1,0.0304,0.00131,0.917,0.11,0.0378,100.371,549400,4,197.52585,13,0
Expectation,One Hundred Years,21,0.492,0.63,5,-7.994,1,0.0305,0.00885,0.842,0.0612,0.0332,119.998,233321,4,73.75021,8,0
Extinction Event,Ingested,37,0.47,0.98,2,-1.989,1,0.194,9.11E-06,0.00932,0.308,0.208,137.453,243053,4,43.96163,10,0
Eyes,SION,10,0.504,0.536,9,-9.35,1,0.046,0.641,0.951,0.136,0.0395,169.991,220235,4,22.96797,11,0
Eyes Without A Face - 1999 - Remaster,Billy Idol,65,0.552,0.59,9,-11.751,1,0.0399,0.00718,0.174,0.273,0.553,85.746,298293,4,55.72562,9,0
Eyjafjallajokull Dance (2010),The World Is A Beautiful Place & I Am No Longer Afraid To Die,42,0.32,0.523,6,-7.243,1,0.0508,0.171,0.613,0.115,0.112,128.484,360498,4,48.18894,10,0
Eyjafjallajokull Dance (2016),The World Is A Beautiful Place & I Am No Longer Afraid To Die,42,0.255,0.752,6,-8.975,1,0.0484,0.363,0.597,0.112,0.158,139.734,419757,4,42.83417,13,0
Face Fisted,Metalocalypse: Dethklok,56,0.64,0.821,1,-7.522,1,0.0422,0.000331,0.919,0.273,0.594,105.059,257173,4,83.92562,8,0
Fade Out,Sky Architects,5,0.191,0.592,2,-7.02,1,0.0362,0.000173,0.432,0.0777,0.131,79.543,422359,4,89.35567,14,0
Falling Apart,Skeler,42,0.686,0.589,2,-6.831,1,0.0295,0.00305,0.828,0.276,0.259,123.964,257463,4,31.49468,8,0
